id,eternal,year,program__id,program__eternal,program__activity_code,program__name_en,program__name_fr,cr__id,cr__eternal,cr__cr_code,department__id,department__eternal,department__tbs_dept_code,department__name_en,department__name_fr,planned_spending_1,planned_spending_1_rev,planned_spending_1_special,planned_spending_2,planned_spending_2_rev,planned_spending_2_special,planned_spending_3,planned_spending_3_rev,planned_spending_3_special,actual_spending,planned_FTE_1,planned_FTE_2,planned_FTE_3,actual_FTE,document__document,document__year,program__is_midyear
30204,9289,2024,5414,249,BXT01,Company Performance,Rendement des sociétés,1072,209,BXT00,573,221,NEB,Canadian Energy Regulator,Régie canadienne de l’énergie,12881630,,,12315462,,,12218141,,,,70.8,68.8,68.8,,dp_resources,2024,0
30205,9290,2024,5415,834,BXT02,Management System and Industry Performance,Système de gestion et rendement du secteur,1072,209,BXT00,573,221,NEB,Canadian Energy Regulator,Régie canadienne de l’énergie,5302388,,,5169856,,,5143220,,,,30.5,29.5,29.5,,dp_resources,2024,0
30206,9291,2024,5416,344,BXT03,Emergency Management,Gestion des situations d'urgence,1072,209,BXT00,573,221,NEB,Canadian Energy Regulator,Régie canadienne de l’énergie,1383923,,,1373737,,,1360336,,,,7.8,7.9,7.9,,dp_resources,2024,0
30207,9292,2024,5992,1128,BXT04,Regulatory Framework,Cadre de réglementation,1072,209,BXT00,573,221,NEB,Canadian Energy Regulator,Régie canadienne de l’énergie,3395017,,,3372312,,,3359798,,,,19.7,19.5,19.5,,dp_resources,2024,0
30208,9293,2024,5418,359,BXU01,Energy System Information,Information sur les filières énergétiques,1073,210,BXU00,573,221,NEB,Canadian Energy Regulator,Régie canadienne de l’énergie,5993618,,,4241731,,,4210621,,,,39.9,27.1,27.1,,dp_resources,2024,0
30209,9294,2024,5825,1031,BXU02,Pipeline Information,Information sur les pipelines,1073,210,BXU00,573,221,NEB,Canadian Energy Regulator,Régie canadienne de l’énergie,786966,,,779717,,,753247,,,,2.6,2.5,2.5,,dp_resources,2024,0
30210,9297,2024,5422,649,BXY01,"Infrastructure, Tolls and Export Applications","Demandes relatives aux infrastructures, aux droits et aux exportations",1075,208,BXY00,573,221,NEB,Canadian Energy Regulator,Régie canadienne de l’énergie,28730875,,,26012094,,,25836695,,,,122.5,122.4,122.4,,dp_resources,2024,0
30211,9295,2024,5596,1208,BXV01,Stakeholder Engagement,Mobilisation des parties prenantes,1095,211,BXV00,573,221,NEB,Canadian Energy Regulator,Régie canadienne de l’énergie,4856816,,,4822456,,,4794055,,,,24.4,24.4,24.4,,dp_resources,2024,0
30212,9296,2024,5421,568,BXV02,Indigenous Engagement,Mobilisation des Autochtones,1095,211,BXV00,573,221,NEB,Canadian Energy Regulator,Régie canadienne de l’énergie,4330560,,,4297565,,,4243954,,,,22.9,22.9,22.9,,dp_resources,2024,0
30213,9685,2024,5132,705,ISS00,Internal Services,Services internes,1032,212,ISS00,573,221,NEB,Canadian Energy Regulator,Régie canadienne de l’énergie,43731861,,,38524360,,,37915842,,,,196.9,179,179,,dp_resources,2024,0
30217,9666,2024,4580,734,ISS10,Internal Services – Office of the Privacy Commissioner,Services internes – Commissariat à la protection de la vie privée,881,173,ISS10,658,349,IPC_p,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,8994995,,,8386643,,,8394135,,,,54,54,54,,dp_resources,2024,0
30218,8741,2024,5080,982,BFZ01,Occupational health and safety information and services,Services et renseignements sur la santé et la sécurité au travail,1034,29,BFZ00,827,55,CCOHS,Canadian Centre for Occupational Health and Safety,Centre canadien d’hygiène et de sécurité au travail,7367779,,,7367779,,,7367779,,,,62.8,62.8,62.8,,dp_resources,2024,0
30219,9326,2024,4563,671,ISS00,Internal Services,Services internes,837,30,ISS00,827,55,CCOHS,Canadian Centre for Occupational Health and Safety,Centre canadien d’hygiène et de sécurité au travail,4327109,,,4327109,,,4327109,,,,36.9,36.9,36.9,,dp_resources,2024,0
30224,8989,2024,3693,973,BTJ01,Nuclear Fuel Cycle Program,Programme de cycle du combustible nucléaire,1096,3,BTJ00,986,87,AECB,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,15334866,,,15419655,,,15596126,,,,92,92,92,,dp_resources,2024,0
30225,8990,2024,3694,975,BTJ02,Nuclear Reactors Program,Programme des réacteurs nucléaires,1096,3,BTJ00,986,87,AECB,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,52100633,,,52388702,,,52988272,,,,313,313,313,,dp_resources,2024,0
30226,8991,2024,6484,976,BTJ03,Nuclear Substances and Prescribed Equipment Program,Programme des substances nucléaires et de l'équipement réglementé,1096,3,BTJ00,986,87,AECB,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,14599653,,,14680376,,,14848387,,,,86,86,86,,dp_resources,2024,0
30227,8992,2024,3696,974,BTJ04,Nuclear Non-Proliferation Program,Programme de non prolifération nucléaire,1096,3,BTJ00,986,87,AECB,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,6022779,,,6056080,,,6125389,,,,35,35,35,,dp_resources,2024,0
30228,8993,2024,3697,1160,BTJ05,"Scientific, Regulatory and Public Information Program","Programme de renseignements scientifiques, réglementaires et publics",1096,3,BTJ00,986,87,AECB,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,33636411,,,33822390,,,34209474,,,,159,159,159,,dp_resources,2024,0
30229,9314,2024,4559,682,ISS00,Internal Services,Services internes,829,4,ISS00,986,87,AECB,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,55961632,,,56271049,,,55605755,,,,319,319,313,,dp_resources,2024,0
30230,9276,2024,6329,260,BUA01,Conditional Release Decisions,Décisions relatives à la mise en liberté sous condition,1150,225,BUA00,936,227,NPB,Parole Board of Canada,Commission des libérations conditionnelles du Canada,46247091,,,42923011,,,42101473,,,,322,317,314,,dp_resources,2024,0
30231,9277,2024,6328,261,BUB01,Conditional Release Openness and Accountability,Application transparente et responsable du processus de mise en liberté sous condition,1151,226,BUB00,936,227,NPB,Parole Board of Canada,Commission des libérations conditionnelles du Canada,5232835,,,5256310,,,5256259,,,,51,51,50,,dp_resources,2024,0
30232,9278,2024,6330,1113,BUC01,Record Suspension/Pardon and Expungement Decisions/Clemency Recommendations,Décisions relatives à la suspension du casier/au pardon et à la radiation et recommandations concernant la clémence,1153,227,BUC00,936,227,NPB,Parole Board of Canada,Commission des libérations conditionnelles du Canada,13251955,,,10542057,,,10691316,,,,83,83,82,,dp_resources,2024,0
30233,9682,2024,4589,721,ISS00,Internal Services,Services internes,938,228,ISS00,936,227,NPB,Parole Board of Canada,Commission des libérations conditionnelles du Canada,13851811,,,13625447,,,13582096,,,,77,77,76,,dp_resources,2024,0
30234,8659,2024,7094,1524,BYD02,Major Bridges Policy,Politique des grands ponts,1202,353,BYD00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,955419,,,9839674,,,0,,,,4,4,0,,dp_resources,2024,0
30235,8660,2024,5945,1521,BYD03,Public Infrastructure and Communities Policy,Politique sur les infrastructures publiques et les collectivités,1202,353,BYD00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,56872492,,,66463352,,,57241325,,,,280,279,239,,dp_resources,2024,0
30236,8661,2024,7096,1523,BYD04,Alternative Financing Policy,Politique de financement alternatif,1202,353,BYD00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,2107379,,,2108699,,,1216152,,,,15,15,8,,dp_resources,2024,0
30237,8662,2024,7097,1551,BYD05,Homelessness Policy,Politiques en matière d’itinérance,1202,353,BYD00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,17545890,,,17230563,,,13847686,,,,124,125,109,,dp_resources,2024,0
30238,8655,2024,7087,1526,BYC01,Alternative Financing Investment,Investissement de financement alternatif,1217,354,BYC00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,3891149,,,3896478,,,3371278,,,,31,31,29,,dp_resources,2024,0
30239,8656,2024,7089,1525,BYC02,Public Infrastructure and Communities Investment,Investissement dans les infrastructures publiques et les collectivités,1217,354,BYC00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,19725218,,,19553709,,,12697692,,,,184,181,118,,dp_resources,2024,0
30240,8657,2024,5944,1527,BYC03,Major Bridges Investment,Investissement dans les grands ponts,1217,354,BYC00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,2313583,,,10085,,,9623,,,,7,0,0,,dp_resources,2024,0
30241,8658,2024,7092,1552,BYC04,Homelessness Investment,Investissements en matière d’itinérance,1217,354,BYC00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,5054796,,,4880084,,,4056060,,,,54,52,46,,dp_resources,2024,0
30243,8652,2024,5941,1530,BYB02,Major Bridges Oversight,Surveillance des grands ponts,1218,355,BYB00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,92959731,,,105047979,,,77778621,,,,41,14,3,,dp_resources,2024,0
30244,8653,2024,5943,1529,BYB03,Alternative Financing Oversight,Surveillance du financement alternatif,1218,355,BYB00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,1182207,,,1186517,,,916304,,,,10,10,8,,dp_resources,2024,0
30245,8654,2024,7085,1553,BYB04,Homelessness Funding Oversight,Surveillance du financement en matière d’itinérance,1218,355,BYB00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,536704805,,,515816202,,,243743301,,,,55,53,47,,dp_resources,2024,0
30246,9369,2024,1557,862,ISS01,Management and Oversight Services,Services de gestion et de surveillance,253,253,ISS00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,17987849,,,14637458,,,11717420,,,,139,110,83,,dp_resources,2024,0
30247,9396,2024,1558,228,ISS02,Communications Services,Services de communication,253,253,ISS00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,5193248,,,5106758,,,4301468,,,,41,36,30,,dp_resources,2024,0
30248,9427,2024,1559,807,ISS03,Legal Services,Services juridiques,253,253,ISS00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,2147135,,,2224564,,,2138121,,,,0,0,0,,dp_resources,2024,0
30249,9478,2024,1560,543,ISS04,Human Resources Management Services,Services de gestion des ressources humaines,253,253,ISS00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,11977362,,,11926090,,,8141327,,,,75,74,61,,dp_resources,2024,0
30250,9505,2024,1561,432,ISS05,Financial Management Services,Services de gestion financière,253,253,ISS00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,9288689,,,9305861,,,8057210,,,,81,81,73,,dp_resources,2024,0
30251,9524,2024,1562,604,ISS06,Information Management Services,Services de gestion de l'information,253,253,ISS00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,7742338,,,7547231,,,5871591,,,,76,75,62,,dp_resources,2024,0
30252,9561,2024,1910,639,ISS07,Information Technology Services,Services de la technologie de l'information,253,253,ISS00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,11350748,,,10874604,,,6197644,,,,30,30,13,,dp_resources,2024,0
30253,9580,2024,1554,1102,ISS08,Real Property Management Services,Services de gestion des biens immobiliers,253,253,ISS00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,2022167,,,1640025,,,1309239,,,,0,0,0,,dp_resources,2024,0
30254,9625,2024,1555,911,ISS09,Materiel Management Services,Services de gestion du matériel,253,253,ISS00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,866643,,,702868,,,561103,,,,0,0,0,,dp_resources,2024,0
30255,9642,2024,1556,34,ISS0Z,Acquisition Management Services,Services de gestion des acquisitions,253,253,ISS00,990,237,OICC,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,656080,,,657805,,,590341,,,,7,7,7,,dp_resources,2024,0
30256,8459,2024,5912,104,BRB01,Benefits,Prestations,963,32,BRB00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,12294047102,,,13026627344,,,14863904258,,,,2360,2154,1826,,dp_resources,2024,0
30257,8462,2024,5734,1237,BRA01,Tax Services and Processing,Services fiscaux et traitement,964,31,BRA00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,1008021111,,,989629050,,,936995005,,,,8252,7989,7709,,dp_resources,2024,0
30258,8465,2024,5735,1146,BRA02,Returns Compliance,Observation en matière de production des déclarations,964,31,BRA00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,458366508,,,443738847,,,438248239,,,,6230,6029,5981,,dp_resources,2024,0
30259,8468,2024,5736,191,BRA03,Collections,Recouvrements,964,31,BRA00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,526305728,,,512845630,,,506040994,,,,6682,6516,6432,,dp_resources,2024,0
30260,8475,2024,5737,980,BRA06,Objections and Appeals,Oppositions et appels,964,31,BRA00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,343196213,,,332749644,,,322374354,,,,2096,1996,1907,,dp_resources,2024,0
30261,8478,2024,5738,1238,BRA07,Taxpayer Relief,Allègement pour les contribuables,964,31,BRA00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,35582523,,,35175378,,,35368120,,,,377,370,371,,dp_resources,2024,0
30262,8481,2024,6795,1177,BRA08,Service Feedback,Rétroaction sur le service,964,31,BRA00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,15075852,,,15183610,,,15323402,,,,120,120,120,,dp_resources,2024,0
30263,8484,2024,7165,170,BRA09,Charities,Organismes de bienfaisance,964,31,BRA00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,40374274,,,40493447,,,39109071,,,,330,327,314,,dp_resources,2024,0
30264,8487,2024,5743,1121,BRA10,Registered Plans,Régimes enregistrés,964,31,BRA00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,26369173,,,24709622,,,23767963,,,,238,224,219,,dp_resources,2024,0
30265,8489,2024,7209,1041,BRA11,"Policy, Rulings, and Interpretations","Politique, décisions et interprétations",964,31,BRA00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,142368447,,,143957809,,,144398086,,,,1551,1573,1569,,dp_resources,2024,0
30266,8648,2024,5929,1520,BRA12,Reporting Compliance,Observation en matière d’exactitude des déclarations,964,31,BRA00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,1641496562,,,1658083730,,,1650916178,,,,12878,12852,12717,,dp_resources,2024,0
30267,8491,2024,6672,1239,BRC01,Taxpayers' Ombudsperson,Ombudsman des contribuables,1141,33,BRC00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,4708163,,,4515645,,,4548335,,,,35,33,33,,dp_resources,2024,0
30268,9688,2024,4347,837,ISS01,Management and Oversight Services,Services de gestion et de surveillance,966,34,ISS00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,212329302,,,209127531,,,207529598,,,,1591,1539,1517,,dp_resources,2024,0
30269,9691,2024,4348,203,ISS02,Communications Services,Services de communication,966,34,ISS00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,45425566,,,40118976,,,39054084,,,,404,387,384,,dp_resources,2024,0
30270,9692,2024,4349,782,ISS03,Legal Services,Services juridiques,966,34,ISS00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,3773301,,,3771312,,,3786872,,,,34,33,33,,dp_resources,2024,0
30271,9694,2024,4350,518,ISS04,Human Resources Management Services,Services de gestion des ressources humaines,966,34,ISS00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,156845904,,,155859123,,,153047438,,,,1379,1344,1297,,dp_resources,2024,0
30272,9696,2024,4351,407,ISS05,Financial Management Services,Services de gestion financière,966,34,ISS00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,80140305,,,80554721,,,80975035,,,,795,774,869,,dp_resources,2024,0
30273,9698,2024,4352,579,ISS06,Information Management Services,Services de gestion de l'information,966,34,ISS00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,23659162,,,23145153,,,22789629,,,,194,190,188,,dp_resources,2024,0
30274,9700,2024,4353,614,ISS07,Information Technology Services,Services de la technologie de l'information,966,34,ISS00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,422131777,,,410288750,,,399992085,,,,2551,2425,2302,,dp_resources,2024,0
30275,9703,2024,4354,1077,ISS08,Real Property Management Services,Services de gestion des biens immobiliers,966,34,ISS00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,57921900,,,55616637,,,47817602,,,,245,245,244,,dp_resources,2024,0
30276,9705,2024,4355,886,ISS09,Materiel Management Services,Services de gestion du matériel,966,34,ISS00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,30108938,,,29888870,,,28596893,,,,285,282,266,,dp_resources,2024,0
30277,9707,2024,4356,9,ISS0Z,Acquisition Management Services,Services de gestion des acquisitions,966,34,ISS00,824,46,CCRA,Canada Revenue Agency,Agence du revenu du Canada,11207752,,,10721895,,,9932704,,,,87,81,73,,dp_resources,2024,0
30279,9023,2024,3812,777,BTR01,Learning,Apprentissage,857,27,BTR00,887,47,CCMD,Canada School of Public Service,École de la fonction publique du Canada,64839102,,,64803880,,,61834790,,,,497,495,487,,dp_resources,2024,0
30280,9320,2024,4567,668,ISS00,Internal Services,Services internes,858,28,ISS00,887,47,CCMD,Canada School of Public Service,École de la fonction publique du Canada,23981585,,,23968558,,,22870402,,,,184,183,180,,dp_resources,2024,0
30346,8683,2024,3774,1305,BNM11,Regional Innovation Ecosystem,Écosystème d'innovation régional,1037,123,BNM00,958,150,FEDSO,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l’Ontario,60840548,,,54739167,,,54462063,,,,54,53,50,,dp_resources,2024,0
30347,9340,2024,4564,693,ISS00,Internal Services,Services internes,849,124,ISS00,958,150,FEDSO,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l’Ontario,15977075,,,14869630,,,13998770,,,,104,99,95,,dp_resources,2024,0
30350,9680,2024,4584,716,ISS40,Internal Services,Services internes,811,241,ISS40,984,247,OCI,Office of the Correctional Investigator of Canada,Bureau de l’enquêteur correctionnel du Canada,2238723,,,2394001,,,2395102,,,,10,10,10,,dp_resources,2024,0
30351,9152,2024,7163,993,BVL01,Ombuds for federally sentenced individuals,Ombuds pour les personnes purgeant une peine de ressort fédérale,810,240,BVL00,984,247,OCI,Office of the Correctional Investigator of Canada,Bureau de l’enquêteur correctionnel du Canada,5223687,,,5586003,,,5588572,,,,35,41,41,,dp_resources,2024,0
30383,8935,2024,6722,42,BSI01,Acquisition and processing of government records,Acquisition et traitement de documents gouvernementaux,1138,185,BSI00,987,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,13351448,,,7860312,,,7727672,,,,127,72,71,,dp_resources,2024,0
30384,8936,2024,6617,44,BSI02,Acquisition and processing of published heritage,Acquisition et traitement du patrimoine publié,1138,185,BSI00,987,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,10341698,,,10322914,,,10160817,,,,97,96,94,,dp_resources,2024,0
30385,8937,2024,6618,43,BSI03,Acquisition and processing of private archives,Acquisition et traitement d'archives privées,1138,185,BSI00,987,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,6662233,,,6241316,,,6131689,,,,61,58,57,,dp_resources,2024,0
30386,8938,2024,6619,1042,BSI04,Preservation,Préservation,1138,185,BSI00,987,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,44537369,,,44115647,,,42798012,,,,122,94,93,,dp_resources,2024,0
30387,8568,2024,6953,1594,BSJ03,Access to information and privacy,Accès à l’information et protection des renseignements personnels,1137,186,BSJ00,987,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,8727626,,,9635686,,,8188542,,,,84,83,74,,dp_resources,2024,0
30388,8939,2024,6613,1062,BSJ01,Public services,Services publics,1137,186,BSJ00,987,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,64041510,,,54383527,,,27960739,,,,140,143,128,,dp_resources,2024,0
30389,8940,2024,6615,1002,BSJ02,Outreach and support to communities,Sensibilisation et soutien aux collectivités,1137,186,BSJ00,987,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,8997560,,,7138384,,,6976515,,,,49,49,48,,dp_resources,2024,0
30390,9337,2024,4558,699,ISS00,Internal Services,Services internes,827,187,ISS00,987,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,43147246,,,40672881,,,40161445,,,,293,278,273,,dp_resources,2024,0
30391,9215,2024,3701,1147,BWL01,Review and Appeal,Révision et appel,832,326,BWL00,736,333,VRAB,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),22575341,,,22628122,,,22334538,,,,228,228,225,,dp_resources,2024,0
30392,8714,2024,5903,1509,BXW01,National security and intelligence activity reviews and complaints investigations,Surveillance des activités de sécurité nationale et de renseignement et enquêtes sur les plaintes,1193,347,BXW00,937,302,SIRC,National Security and Intelligence Review Agency Secretariat,Secrétariat de l’Office de surveillance des activités en matière de sécurité nationale et de renseignement,10852987,,,10852051,,,10852051,,,,69,69,69,,dp_resources,2024,0
30393,9350,2024,4557,728,ISS00,Internal Services,Services internes,500,304,ISS00,937,302,SIRC,National Security and Intelligence Review Agency Secretariat,Secrétariat de l’Office de surveillance des activités en matière de sécurité nationale et de renseignement,7722123,,,7758034,,,7758034,,,,31,31,31,,dp_resources,2024,0
30398,8743,2024,3601,480,BGB01,Grain Quality,Qualité des grains,991,47,BGB00,609,69,CGC,Canadian Grain Commission,Commission canadienne des grains,656824,,,0,,,0,,,,234,234,234,,dp_resources,2024,0
30399,8744,2024,3602,481,BGB02,Grain Research,Recherches sur les grains,991,47,BGB00,609,69,CGC,Canadian Grain Commission,Commission canadienne des grains,10584778,,,6373913,,,6394989,,,,62,62,62,,dp_resources,2024,0
30400,8745,2024,3603,1152,BGB03,Safeguards for Grain Farmers,Mesures de protection des producteurs de grain,991,47,BGB00,609,69,CGC,Canadian Grain Commission,Commission canadienne des grains,633202,,,0,,,0,,,,43,43,43,,dp_resources,2024,0
30401,9319,2024,4547,673,ISS00,Internal Services,Services internes,787,48,ISS00,609,69,CGC,Canadian Grain Commission,Commission canadienne des grains,295356,,,295356,,,295356,,,,146,146,146,,dp_resources,2024,0
30406,9117,2024,6806,1236,BUV01,Tax Policy and Legislation,Politique et législation fiscales,749,125,BUV00,694,124,FIN,Department of Finance,Ministère des Finances,29191009,,,29621807,,,29691301,,,,193,193,193,,dp_resources,2024,0
30407,9118,2024,6470,334,BUV02,"Economic and Fiscal Policy, Planning and Forecasting","Politiques économique et budgétaire, planification et prévisions",749,125,BUV00,694,124,FIN,Department of Finance,Ministère des Finances,14143628,,,14284035,,,13810004,,,,92,92,89,,dp_resources,2024,0
30408,9119,2024,6469,330,BUV03,Economic Development Policy,Politique de développement économique,749,125,BUV00,694,124,FIN,Department of Finance,Ministère des Finances,3476640031,,,4346573275,,,5308044696,,,,71,71,71,,dp_resources,2024,0
30409,9120,2024,6799,398,BUV04,Federal-Provincial Relations and Social Policy,Relations fédérales-provinciales et politique sociale,749,125,BUV00,694,124,FIN,Department of Finance,Ministère des Finances,10234539,,,10300101,,,10243513,,,,68,68,68,,dp_resources,2024,0
30410,9121,2024,5594,440,BUV05,Financial Sector Policy,Politique du secteur financier,749,125,BUV00,694,124,FIN,Department of Finance,Ministère des Finances,23279831,,,22120240,,,21075775,,,,126,123,123,,dp_resources,2024,0
30411,9122,2024,3324,752,BUV06,International Trade and Finance Policy,Politique des finances et échanges internationaux,749,125,BUV00,694,124,FIN,Department of Finance,Ministère des Finances,9983636,,,10046922,,,9995725,,,,73,73,73,,dp_resources,2024,0
30412,9123,2024,6468,135,BUV07,Canada Health Transfer,Transfert canadien en matière de santé,749,125,BUV00,694,124,FIN,Department of Finance,Ministère des Finances,52081006291,,,54685041291,,,57419276291,,,,2,2,2,,dp_resources,2024,0
30413,9124,2024,6801,444,BUV08,Fiscal Arrangements with Provinces and Territories,Arrangements fiscaux avec les provinces et les territoires,749,125,BUV00,694,124,FIN,Department of Finance,Ministère des Finances,40196498821,,,41335787771,,,42535610087,,,,3,3,3,,dp_resources,2024,0
30414,9125,2024,6805,1235,BUV09,Tax Collection and Administration Agreements,Accords de perception fiscale et d'administration fiscale,749,125,BUV00,694,124,FIN,Department of Finance,Ministère des Finances,899406,,,899406,,,899406,,,,6,6,6,,dp_resources,2024,0
30415,9126,2024,3328,197,BUV10,Commitments to International Financial Organizations,Engagements envers les organisations financières internationales,749,125,BUV00,694,124,FIN,Department of Finance,Ministère des Finances,538570525,,,575257058,,,589951882,,,,1,1,1,,dp_resources,2024,0
30416,9127,2024,3329,883,BUV11,Market Debt and Foreign Reserves Management,Dette contractée sur les marchés et gestion des réserves de change,749,125,BUV00,694,124,FIN,Department of Finance,Ministère des Finances,46620000000,,,48036000000,,,49713000000,,,,36,36,36,,dp_resources,2024,0
30417,9303,2024,4611,1351,ISS01,Management and Oversight Services,Services de gestion et de surveillance,750,126,ISS00,694,124,FIN,Department of Finance,Ministère des Finances,12860661,,,12902157,,,12800917,,,,77,76,76,,dp_resources,2024,0
30418,9304,2024,4612,1358,ISS02,Communications Services,Services de communication,750,126,ISS00,694,124,FIN,Department of Finance,Ministère des Finances,10571643,,,10176028,,,10121064,,,,61,61,61,,dp_resources,2024,0
30419,9305,2024,4613,1357,ISS03,Legal Services,Services juridiques,750,126,ISS00,694,124,FIN,Department of Finance,Ministère des Finances,4629252,,,4576098,,,4498546,,,,10,10,10,,dp_resources,2024,0
30420,9306,2024,4614,1356,ISS04,Human Resources Management Services,Services de gestion des ressources humaines,750,126,ISS00,694,124,FIN,Department of Finance,Ministère des Finances,6104696,,,6637000,,,6660208,,,,38,38,38,,dp_resources,2024,0
30421,9307,2024,4615,1355,ISS05,Financial Management Services,Services de gestion financière,750,126,ISS00,694,124,FIN,Department of Finance,Ministère des Finances,3554966,,,3477924,,,3501148,,,,9,9,9,,dp_resources,2024,0
30422,9308,2024,4616,1354,ISS06,Information Management Services,Services de gestion de l'information,750,126,ISS00,694,124,FIN,Department of Finance,Ministère des Finances,3043622,,,2995450,,,2995278,,,,10,10,10,,dp_resources,2024,0
30423,9309,2024,4617,1353,ISS07,Information Technology Services,Services de la technologie de l'information,750,126,ISS00,694,124,FIN,Department of Finance,Ministère des Finances,6555526,,,6432288,,,6432288,,,,30,30,30,,dp_resources,2024,0
30424,9310,2024,4618,1352,ISS08,Real Property Management Services,Services de gestion des biens immobiliers,750,126,ISS00,694,124,FIN,Department of Finance,Ministère des Finances,1495946,,,1517874,,,1517874,,,,8,8,8,,dp_resources,2024,0
30425,9311,2024,4619,1350,ISS09,Materiel Management Services,Services de gestion du matériel,750,126,ISS00,694,124,FIN,Department of Finance,Ministère des Finances,304442,,,304442,,,304442,,,,2,2,2,,dp_resources,2024,0
30426,9312,2024,4620,1359,ISS0Z,Acquisition Management Services,Services de gestion des acquisitions,750,126,ISS00,694,124,FIN,Department of Finance,Ministère des Finances,600377,,,600377,,,600377,,,,6,6,6,,dp_resources,2024,0
30427,9270,2024,5525,1009,BCZ01,Data Partnerships and Pan-Canadian Collaboration,Partenariats de données et Collaboration pancanadienne,1061,169,BCZ00,546,347,INVIC,Invest in Canada Hub,Investir au Canada,2912233,,,2884073,,,2845529,,,,15,15,15,,dp_resources,2024,0
30428,9271,2024,5533,884,BCZ02,Marketing,Marketing,1061,169,BCZ00,546,347,INVIC,Invest in Canada Hub,Investir au Canada,19326637,,,19139757,,,18883965,,,,15,15,15,,dp_resources,2024,0
