id,eternal,year,program__id,program__eternal,program__activity_code,program__name_en,program__name_fr,cr__id,cr__eternal,cr__cr_code,department__id,department__eternal,department__tbs_dept_code,department__name_en,department__name_fr,planned_spending_1,planned_spending_1_rev,planned_spending_1_special,planned_spending_2,planned_spending_2_rev,planned_spending_2_special,planned_spending_3,planned_spending_3_rev,planned_spending_3_special,actual_spending,planned_FTE_1,planned_FTE_2,planned_FTE_3,actual_FTE,document__document,document__year,program__is_midyear
2661,648,2019,3217,324,BRD01,Federal Prosecutions,Poursuites fédérales,807,247,BRD00,480,248,ODPP,Office of the Director of Public Prosecutions,Bureau du directeur des poursuites pénales,171140150,,,157568231,,,157568231,,,,858,858,858,,dp_resources,2019,0
2662,514,2019,3653,257,BRE01,Compliance and Enforcement,Observation et contrôle d'application,808,248,BRE00,480,248,ODPP,Office of the Director of Public Prosecutions,Bureau du directeur des poursuites pénales,7478571,,,7133571,,,6538268,,,,45,45,45,,dp_resources,2019,0
2663,1434,2019,3654,717,ISS00,Internal Services,Services internes,809,249,ISS00,480,248,ODPP,Office of the Director of Public Prosecutions,Bureau du directeur des poursuites pénales,23296342,,,19465231,,,19666886,,,,136,136,136,,dp_resources,2019,0
2664,2294,2019,3701,1147,BWL01,Review and Appeal,Révision et appel,832,326,BWL00,491,333,VRAB,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),10911155,,,10911087,,,10911087,,,,101,101,101,,dp_resources,2019,0
2763,56,2019,3565,28,ISS0Z,Acquisition Management Services,Services de gestion des acquisitions,778,146,ISS00,467,136,GSC,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,1470495.88,1459789,0,1467950.88,1459789,0,1467950.88,1459789,0,,27,27,27,,dp_resources,2019,0
2764,444,2019,3557,222,ISS02,Communications Services,Services de communication,778,146,ISS00,467,136,GSC,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,9267527.42,0,0,9251704.42,0,0,9251704.42,0,0,,144,144,144,,dp_resources,2019,0
2766,1074,2019,3559,537,ISS04,Human Resources Management Services,Services de gestion des ressources humaines,778,146,ISS00,467,136,GSC,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,33139556.43,20610261,0,33066755.43,20610261,0,33066755.43,20610261,0,,654,654,654,,dp_resources,2019,0
2769,1602,2019,3558,801,ISS03,Legal Services,Services juridiques,778,146,ISS00,467,136,GSC,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,1772489.02,0,0,1768703.02,0,0,1768703.02,0,0,,26,26,26,,dp_resources,2019,0
2907,142,2019,3345,71,BVB07,Americas Policy & Diplomacy,Politique et diplomatie pour les Amériques,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",83020935,,,82849216,,,83961729,,,,488,488,488,,dp_resources,2019,0
2908,176,2019,3346,88,BVB08,Asia Pacific Policy & Diplomacy,Politique et diplomatie en Asie-Pacifique,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",39191377,,,39057442,,,39377891,,,,362,362,362,,dp_resources,2019,0
2909,622,2019,3343,311,BVB05,The Office of Protocol,Le Bureau du Protocole,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",45507648,,,45856619,,,45974885,,,,64,65,65,,dp_resources,2019,0
2910,726,2019,3353,363,BVB15,Environment and Climate Action,Environnement et l'action pour le climat,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",1312286,,,1312229,,,1317214,,,,15,15,15,,dp_resources,2019,0
2911,746,2019,3344,373,BVB06,"Europe, Arctic, Middle East and Maghreb Policy & Diplomacy","Politique et diplomatie en Europe, dans l'Arctique, au Moyen-Orient et au Maghreb",751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",56250139,,,56210368,,,56692507,,,,588,588,588,,dp_resources,2019,0
2912,934,2019,3349,467,BVB11,Gender Equality and the Empowerment of Women and Girls,L'égalité des genres et le renforcement du pouvoir des femmes et des filles,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",1363581,,,1363691,,,1367658,,,,16,18,18,,dp_resources,2019,0
2913,936,2019,3348,468,BVB10,Geographic Coordination and Mission Support,Coordination géographique et appui aux missions,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",3990524,,,3991643,,,3976765,,,,27,27,27,,dp_resources,2019,0
2914,970,2019,3350,485,BVB14,Growth that works for everyone,Une croissance au service de tous,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",2416676,,,2416819,,,2419982,,,,26,26,26,,dp_resources,2019,0
2915,1030,2019,3352,515,BVB13,Human Development: Health & Education,Développement de la personne: Santé et éducation,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",2879158,,,2878759,,,2882624,,,,30,32,32,,dp_resources,2019,0
2916,1106,2019,3351,553,BVB12,Humanitarian Action,Action humanitaire,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",1477154,,,1476491,,,1454361,,,,12,12,12,,dp_resources,2019,0
2921,1490,2019,3342,745,BVB04,International Law,Droit international,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",21020985,,,21008087,,,21060383,,,,68,68,68,,dp_resources,2019,0
2922,1496,2019,3340,748,BVB01,International Policy Coordination,Coordination des politiques internationales,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",37111131,,,37051617,,,36263445,,,,227,181,181,,dp_resources,2019,0
2923,1894,2019,4406,947,BVB03,Multilateral Policy,Politiques multilatérales,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",471927920,,,471588593,,,472142650,,,,158,172,171,,dp_resources,2019,0
2924,2034,2019,3355,1017,BVB17,Peace and Security Policy,Politique liée à la Paix et sécurité,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",86626089,,,87186260,,,86552539,,,,110,110,110,,dp_resources,2019,0
2925,2440,2019,3347,1220,BVB09,Sub-Saharan Africa Policy & Diplomacy,Politique et diplomatie en Afrique subsaharienne,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",10198928,,,10199544,,,10125966,,,,93,93,93,,dp_resources,2019,0
2926,2611,2019,3354,1312,BVB18,Inclusive Governance,Gouvernance inclusive,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",1971840,,,1965653,,,1947472,,,,19,19,19,,dp_resources,2019,0
2927,2612,2019,3356,1313,BVB19,International Security Policy and Diplomacy,Politique de sécurité internationale et diplomatie,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",7362236,,,7337324,,,7268936,,,,54,54,54,,dp_resources,2019,0
2928,144,2019,3362,72,BVC06,Americas Trade,Commerce dans les Amériques,752,106,BVC00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",39807919,,,39594071,,,39611979,,,,338,338,338,,dp_resources,2019,0
2929,178,2019,3363,89,BVC07,Asia Pacific Trade,Commerce en Asie-Pacifique,752,106,BVC00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",39632649,,,39474482,,,39870775,,,,399,399,399,,dp_resources,2019,0
2931,1476,2019,3359,738,BVC03,International Business Development,Développement du commerce international,752,106,BVC00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",96903245,,,83077666,,,81063243,,,,357,357,357,,dp_resources,2019,0
2932,1486,2019,3360,743,BVC04,International Innovation and Investment,Innovation et investissement international,752,106,BVC00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",30736970,,,30343383,,,28493281,,,,71,71,71,,dp_resources,2019,0
2933,2442,2019,3364,1221,BVC08,Sub-Saharan Africa Trade,Commerce en Afrique subsaharienne,752,106,BVC00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",7776991,,,7679475,,,7323113,,,,108,108,108,,dp_resources,2019,0
2935,2504,2019,3357,1252,BVC01,"Trade Policy, Agreements, Negotiations and Disputes","Politiques et négociations commerciales, accords et différends",752,106,BVC00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",71413587,,,59381440,,,59330159,,,,281,282,281,,dp_resources,2019,0
2936,748,2019,3361,374,BVC05,"Europe, Arctic, Middle East and Maghreb Trade","Commerce en Europe, dans l'Arctique, au Moyen-Orient et au Maghreb",752,106,BVC00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",32962151,,,32766147,,,33019321,,,,283,283,283,,dp_resources,2019,0
2937,2500,2019,3358,1250,BVC02,Trade Controls,Réglementation commerciale,752,106,BVC00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",7907092,,,6002121,,,6033616,,,,114,115,99,,dp_resources,2019,0
2938,140,2019,3374,70,BVD10,Americas International Assistance,Aide internationale dans les Amériques,753,107,BVD00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",305592272,,,306270430,,,306443321,,,,125,125,125,,dp_resources,2019,0
2939,150,2019,4407,75,BVD06,Anti-Crime and Counter-Terrorism Capacity Building,Programmes visant à renforcer les capacités de lutte contre la criminalité et le terrorisme,753,107,BVD00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",40297774,,,40344597,,,40238944,,,,18,18,18,,dp_resources,2019,0
2940,174,2019,3375,87,BVD11,Asia Pacific International Assistance,Aide internationale en Asie-Pacifique,753,107,BVD00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",285584648,,,285962752,,,286100208,,,,140,140,140,,dp_resources,2019,0
2941,266,2019,3372,133,BVD08,Canada Fund for Local Initiatives,Fonds canadien d'initiatives locales,753,107,BVD00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",18644531,,,20918030,,,28494278,,,,3,3,3,,dp_resources,2019,0
2942,744,2019,3373,372,BVD09,"Europe, Arctic, Middle East and Maghreb International Assistance","Aide internationale en Europe, dans l'Arctique, au Moyen-Orient et au Maghreb",753,107,BVD00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",138550932,,,138650653,,,138457203,,,,89,89,89,,dp_resources,2019,0
2943,964,2019,3377,482,BVD13,Grants and Contributions Policy and Operations,Politiques et opérations concernant les subventions et les contributions,753,107,BVD00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",13705394,,,13912372,,,13934210,,,,104,102,102,,dp_resources,2019,0
2944,1108,2019,3366,554,BVD02,Humanitarian Assistance,Aide humanitaire,753,107,BVD00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",585927793,,,586149843,,,586131237,,,,21,21,21,,dp_resources,2019,0
2945,1474,2019,3365,737,BVD01,International Assistance Operations,Opérations d'aide internationale,753,107,BVD00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",3192476,,,3177151,,,3431187,,,,35,35,35,,dp_resources,2019,0
2946,1892,2019,3368,946,BVD04,Multilateral International Assistance,Aide internationale multilatérale,753,107,BVD00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",1112735638,,,1153326047,,,1043713740,,,,59,62,61,,dp_resources,2019,0
2947,2016,2019,4405,1008,BVD03,Partnerships and Development Innovation,Partenariats et innovation dans le développement,753,107,BVD00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",381284606,,,318345988,,,404838012,,,,139,134,132,,dp_resources,2019,0
2948,2036,2019,3369,1018,BVD05,Peace and Stabilization Operations,Stabilisation et opérations de paix,753,107,BVD00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",232293131,,,228746168,,,171374902,,,,76,76,76,,dp_resources,2019,0
2949,2438,2019,3376,1219,BVD12,Sub-Saharan Africa International Assistance,Aide internationale en Afrique subsaharienne,753,107,BVD00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",731689953,,,766475437,,,766708593,,,,253,253,253,,dp_resources,2019,0
2950,2560,2019,3371,1280,BVD07,Weapons Threat Reduction,Réduction des menaces d'armes,753,107,BVD00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",71425112,,,71736800,,,71838024,,,,26,26,26,,dp_resources,2019,0
2951,536,2019,3378,268,BVE01,Consular Assistance and Administrative Services for Canadians,Aide consulaire et les services administratifs aux Canadiens,754,108,BVE00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",41195575,,,41001707,,,41606925,,,,367,368,361,,dp_resources,2019,0
2952,696,2019,3379,348,BVE02,Emergency Preparedness and Response,Préparation et intervention en cas d'urgence,754,108,BVE00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",9802733,,,9761632,,,9599935,,,,44,46,46,,dp_resources,2019,0
2954,916,2019,3381,458,BVF02,Foreign Service Directives,Directives sur le service extérieur,755,109,BVF00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",172759659,,,172205904,,,173129406,,,,38,39,38,,dp_resources,2019,0
2955,1648,2019,3383,824,BVF04,Locally Engaged Staff Services,Services aux employés recrutés sur place,755,109,BVF00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",74572858,,,56458372,,,56243341,,,,48,47,47,,dp_resources,2019,0
2956,1874,2019,3387,937,BVF08,Mission Network IM/IT,Gestion de l'information et technologie de l'information du réseau des missions,755,109,BVF00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",71571570,,,70197368,,,68757909,,,,237,233,233,,dp_resources,2019,0
2957,1876,2019,3386,938,BVF07,Mission Readiness and Security,Préparation et sécurité de la mission,755,109,BVF00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",50851198,,,48200652,,,52124887,,,,145,149,149,,dp_resources,2019,0
2958,2070,2019,3380,1035,BVF01,Platform Corporate Services,Services ministériels au niveau de la plateforme,755,109,BVF00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",15229628,,,15205925,,,14414055,,,,110,110,110,,dp_resources,2019,0
2959,2220,2019,3384,1110,BVF05,Real Property Planning and Stewardship,Planification et intendance des biens immobiliers,755,109,BVF00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",336736858,,,321670260,,,314196488,,,,94,94,94,,dp_resources,2019,0
2960,2222,2019,3385,1111,BVF06,"Real Property Project Delivery, Professional and Technical Services",Services professionnels et techniques pour l'exécution des projets de biens immobiliers,755,109,BVF00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",40084376,,,40842663,,,44277412,,,,158,158,158,,dp_resources,2019,0
2961,358,2019,3382,179,BVF03,Client Relations and Mission Operations,Relations avec les clients et opérations des missions,755,109,BVF00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",270044430,,,271437672,,,260283920,,,,3644,3661,3661,,dp_resources,2019,0
2962,38,2019,3397,19,ISS0Z,Acquisition Management Services,Services de gestion des acquisitions,756,110,ISS00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",3095201,,,2871010,,,3085040,,,,35,35,35,,dp_resources,2019,0
2963,426,2019,3389,213,ISS02,Communications Services,Services de communication,756,110,ISS00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",24308137,,,23505769,,,23004764,,,,222,222,222,,dp_resources,2019,0
2964,834,2019,3392,417,ISS05,Financial Management Services,Services de gestion financière,756,110,ISS00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",33161931,,,31390147,,,28931845,,,,268,267,266,,dp_resources,2019,0
2965,1056,2019,3391,528,ISS04,Human Resources Management Services,Services de gestion des ressources humaines,756,110,ISS00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",63881713,,,63172261,,,63047990,,,,490,489,489,,dp_resources,2019,0
2966,1178,2019,3393,589,ISS06,Information Management Services,Services de gestion de l'information,756,110,ISS00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",10017626,,,10211553,,,10110518,,,,57,57,56,,dp_resources,2019,0
2967,1248,2019,3394,624,ISS07,Information Technology Services,Services de la technologie de l'information,756,110,ISS00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",20701980,,,20991633,,,20989086,,,,124,122,122,,dp_resources,2019,0
2968,1584,2019,3390,792,ISS03,Legal Services,Services juridiques,756,110,ISS00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",10065798,,,9664535,,,9473946,,,,20,21,21,,dp_resources,2019,0
2969,1694,2019,3388,847,ISS01,Management and Oversight Services,Services de gestion et de surveillance,756,110,ISS00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",62065186,,,61191573,,,62036986,,,,389,388,387,,dp_resources,2019,0
2970,2174,2019,3395,1087,ISS08,Real Property Management Services,Services de gestion des biens immobiliers,756,110,ISS00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",16642544,,,16306639,,,16059895,,,,53,54,54,,dp_resources,2019,0
2971,1792,2019,3396,896,ISS09,Materiel Management Services,Services de gestion du matériel,756,110,ISS00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",1661220,,,1649033,,,1617132,,,,0,0,0,,dp_resources,2019,0
3003,1554,2019,3812,777,BTR01,Learning,Apprentissage,857,27,BTR00,501,47,CCMD,Canada School of Public Service,École de la fonction publique du Canada,65758318,,,61286171,,,61286171,,,,512,512,512,,dp_resources,2019,0
3004,1336,2019,3813,668,ISS00,Internal Services,Services internes,858,28,ISS00,501,47,CCMD,Canada School of Public Service,École de la fonction publique du Canada,21919440,,,20428724,,,20428724,,,,168,168,168,,dp_resources,2019,0
3005,2548,2019,3857,1274,BWK01,Veterans Ombudsman,Ombudsman des vétérans,876,323,BWK00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,5502468,,,5502531,,,5502520,,,,38,38,38,,dp_resources,2019,0
3006,276,2019,3855,138,BWJ01,Canada Remembers Program,Programme Le Canada se souvient,875,322,BWJ00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,35416385,,,33455997,,,33547256,,,,92.8,90.1,90.1,,dp_resources,2019,0
3007,928,2019,3856,464,BWJ02,Funeral and Burial Program,Programme de funérailles et d'inhumation,875,322,BWJ00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,9499865,,,9500190,,,9500517,,,,2.6,2.5,2.5,,dp_resources,2019,0
3008,290,2019,4810,145,BWI12,Income Support,Soutien du revenu,874,321,BWI00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,693194411,,,777861270,,,806839125,,,,80,70.9,70.8,,dp_resources,2019,0
3009,328,2019,3849,164,BWI10,Caregiver Recognition Benefit,Allocation de reconnaissance des aidants naturels,874,321,BWI00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,9210808,,,9511281,,,9911125,,,,20.8,18.4,18.4,,dp_resources,2019,0
3010,332,2019,3853,166,BWI14,Centre of Excellence on Post Traumatic Stress Disorder and Related Mental Health Conditions,Centre d'excellence sur le trouble de stress post-traumatique et les états de santé mentale connexes,874,321,BWI00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,1569156,,,6358317,,,9258333,,,,0.6,0.5,0.5,,dp_resources,2019,0
3011,976,2019,3845,488,BWI06,Health Care Benefits,Avantages pour soins de santé,874,321,BWI00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,560942167,,,552867325,,,552875556,,,,473.6,419.9,419.3,,dp_resources,2019,0
3012,1650,2019,3847,825,BWI08,Long Term Care,Soins de longue durée,874,321,BWI00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,252728356,,,247525784,,,247832638,,,,118.9,105.4,105.3,,dp_resources,2019,0
3013,2516,2019,3846,1258,BWI07,Transition Services,Services de transition,874,321,BWI00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,180491647,,,183058568,,,185165263,,,,449.1,398.2,397.5,,dp_resources,2019,0
3014,2542,2019,3854,1271,BWI15,Veteran and Family Well Being Fund,Fonds pour le bien être des vétérans et de leur famille,874,321,BWI00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,3478740,,,3418243,,,3418090,,,,5,4.5,4.5,,dp_resources,2019,0
3015,2544,2019,3852,1272,BWI13,Veterans Emergency Fund,Fonds d'urgence pour les vétérans,874,321,BWI00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,1188618,,,1163296,,,0,,,,1.9,1.7,1.7,,dp_resources,2019,0
3016,2546,2019,3848,1273,BWI09,Veterans Independence Program,Programme pour l'autonomie des anciens combattants,874,321,BWI00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,346406552,,,342474789,,,342172090,,,,265,235,234.6,,dp_resources,2019,0
3017,2564,2019,3850,1282,BWI11,War Veterans Allowance,Allocation aux anciens combattants,874,321,BWI00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,6837397,,,6715094,,,6715014,,,,8.6,7.6,7.6,,dp_resources,2019,0
3018,60,2019,3867,30,ISS0Z,Acquisition Management Services,Services de gestion des acquisitions,877,324,ISS00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,626796,,,608598,,,596250,,,,7.6,7.3,7.2,,dp_resources,2019,0
3019,448,2019,3859,224,ISS02,Communications Services,Services de communication,877,324,ISS00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,12406423,,,8545944,,,5434041,,,,61.9,59.6,58.9,,dp_resources,2019,0
3020,856,2019,3862,428,ISS05,Financial Management Services,Services de gestion financière,877,324,ISS00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,11009046,,,10406396,,,10196116,,,,120,115.7,114.3,,dp_resources,2019,0
3021,1078,2019,3861,539,ISS04,Human Resources Management Services,Services de gestion des ressources humaines,877,324,ISS00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,11046608,,,10375848,,,10166391,,,,125.6,121.1,119.6,,dp_resources,2019,0
3022,1200,2019,3863,600,ISS06,Information Management Services,Services de gestion de l'information,877,324,ISS00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,2120041,,,1963500,,,1923950,,,,26.9,26,25.6,,dp_resources,2019,0
3023,1270,2019,3864,635,ISS07,Information Technology Services,Services de la technologie de l'information,877,324,ISS00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,26645413,,,22129931,,,21692271,,,,187.3,180.5,178.3,,dp_resources,2019,0
3024,1606,2019,3860,803,ISS03,Legal Services,Services juridiques,877,324,ISS00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,2678620,,,2636807,,,2630067,,,,4.6,4.4,4.3,,dp_resources,2019,0
3025,1716,2019,3858,858,ISS01,Management and Oversight Services,Services de gestion et de surveillance,877,324,ISS00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,13932181,,,13362244,,,13091636,,,,141.9,136.8,135.1,,dp_resources,2019,0
3026,1814,2019,3866,907,ISS09,Materiel Management Services,Services de gestion du matériel,877,324,ISS00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,2050520,,,1674146,,,1641139,,,,12.8,12.3,12.2,,dp_resources,2019,0
3027,2196,2019,3865,1098,ISS08,Real Property Management Services,Services de gestion des biens immobiliers,877,324,ISS00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,5359772,,,4358424,,,4272556,,,,34.5,33.3,32.9,,dp_resources,2019,0
3028,2614,2019,3844,1315,BWI16,Disability Benefits,Prestations d'invalidité,874,321,BWI00,509,139,VAC,Department of Veterans Affairs,Ministère des Anciens Combattants,2149709319,,,2072632361,,,2114967351,,,,887,786.5,785.3,,dp_resources,2019,0
3061,1438,2019,3658,719,ISS00,Internal Services,Services internes,813,255,ISS00,482,250,OPSIC,Office of the Public Sector Integrity Commissioner,Commissariat à l’intégrité du secteur public,1852851,,,1852851,,,1852851,,,,7,7,7,,dp_resources,2019,0
3062,630,2019,3657,315,BTS01,Disclosure and Reprisal Management,Gestion des divulgations et des représailles,812,254,BTS00,482,250,OPSIC,Office of the Public Sector Integrity Commissioner,Commissariat à l’intégrité du secteur public,3674535,,,3674535,,,3674535,,,,29,30,30,,dp_resources,2019,0
3063,6,2019,4012,3,BVG02,"Access, Affordability, and Appropriate Use of Drugs and Medical Devices","Accessibilité, abordabilité et usage approprié des médicaments et des instruments médicaux",668,147,BVG00,522,127,H,Department of Health,Ministère de la Santé,24607444,,,27673696,,,30688626,,,,12,12,12,,dp_resources,2019,0
3064,1018,2019,4013,509,BVG03,"Home, Community and Palliative Care","Soins à domicile, en milieu communautaire et palliatifs",668,147,BVG00,522,127,H,Department of Health,Ministère de la Santé,651207576,,,651210888,,,901211635,,,,11,11,11,,dp_resources,2019,0
3065,1848,2019,4014,924,BVG04,Mental Health,Santé Mentale,668,147,BVG00,522,127,H,Department of Health,Ministère de la Santé,465457576,,,615460888,,,601211635,,,,11,11,11,,dp_resources,2019,0
3066,2444,2019,4015,1222,BVG05,Substance Use and Addictions,Dépendances et usage de substances,668,147,BVG00,522,127,H,Department of Health,Ministère de la Santé,56277204,,,60701766,,,55763132,,,,39,39,39,,dp_resources,2019,0
3067,218,2019,4022,109,BVG12,"Blood Systems, Organs, Tissue and Transplantation","Système de collecte et de distribution du sang; Organes, tissus et transplantation",668,147,BVG00,522,127,H,Department of Health,Ministère de la Santé,8584021,,,8584021,,,8584021,,,,0,0,0,,dp_resources,2019,0
