id,eternal,year,program__id,program__eternal,program__activity_code,program__name_en,program__name_fr,cr__id,cr__eternal,cr__cr_code,department__id,department__eternal,department__tbs_dept_code,department__name_en,department__name_fr,planned_spending_1,planned_spending_1_rev,planned_spending_1_special,planned_spending_2,planned_spending_2_rev,planned_spending_2_special,planned_spending_3,planned_spending_3_rev,planned_spending_3_special,actual_spending,planned_FTE_1,planned_FTE_2,planned_FTE_3,actual_FTE,document__document,document__year,program__is_midyear
15854,1524,2019,2986,762,BGO05,Job Bank,Guichet-Emplois,154,154,BGO00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,5985067,16190297,5989117,4885067,16190297,3562264,4885067,16190297,4137228,,239,239,239,233,drr_resources,2019,0
15855,1538,2019,3195,769,BGO03,Labour Market Development Agreements,Ententes sur le développement du marché du travail,154,154,BGO00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,476043,195048617,2245500000,476043,195048617,2300000000,476043,195048617,2375000000,,35,35,35,46,drr_resources,2019,0
15856,1640,2019,3197,820,BGO09,Literacy and Essential Skills,Alphabétisation et compétences essentielles,154,154,BGO00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,22055650,962885,4454789,22055650,962885,6639816,22055650,962885,6639816,,52,52,52,47,drr_resources,2019,0
15857,1992,2019,3008,996,BGO04,Opportunities Fund for Persons with Disabilities,Fonds d'intégration pour les personnes handicapées,154,154,BGO00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,43194640,,,43152182,,,44191373,,,,48,50,48,42,drr_resources,2019,0
15858,2328,2019,3208,1164,BGO13,Sectoral Initiatives Program,Programme d’appui aux initiatives sectorielles,154,154,BGO00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,7091918,3044258,19287124,7091918,3044258,21129877,7091918,3044258,21129877,,45,45,45,48,drr_resources,2019,0
15859,2374,2019,2987,1187,BGO19,Skilled Trades and Apprenticeship (Red Seal Program),Métiers spécialisés et apprentissage (programme du Sceau rouge),154,154,BGO00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,1145015,8926964,2418847,1149181,9022970,817920,1149181,9022970,242956,,88,88,88,57,drr_resources,2019,0
15860,2376,2019,3196,1188,BGO08,Skills and Partnership Fund,Fonds pour les compétences et les partenariats,154,154,BGO00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,57200611,,,57200611,,,57200611,,,,74,74,74,57,drr_resources,2019,0
15861,2436,2019,3210,1218,BGO11,Student Work Placement Program,Programme de stages pratiques pour étudiants,154,154,BGO00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,3585516,,,27387,,,27387,,,,8,0,0,10,drr_resources,2019,0
15862,2480,2019,3200,1240,BGO14,Temporary Foreign Worker Program,Programme des travailleurs étrangers temporaires,154,154,BGO00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,49506403,,,50897701,,,45177934,,,,607,624,572,702,drr_resources,2019,0
15863,2538,2019,3213,1269,BGO12,Union Training and Innovation Program,Programme pour la formation et l’innovation en milieu syndical,154,154,BGO00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,28016331,,,28016673,,,24563834,,,,19,19,16,14,drr_resources,2019,0
15864,2582,2019,3194,1291,BGO02,Workforce Development Agreements,Ententes sur le développement de la main-d'œuvre,154,154,BGO00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,874812343,,,424812343,,,424812343,,,,24,24,24,26,drr_resources,2019,0
15865,2592,2019,3205,1296,BGO06,Youth Employment Strategy,Stratégie emploi jeunesse,154,154,BGO00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,516130849,,,244664481,,,244664481,,,,525,328,328,500,drr_resources,2019,0
15866,2602,2019,2663,1303,BGO22,Skilled Trades Awareness and Readiness (STAR) Program,Programme de sensibilisation et de préparation aux métiers spécialisés (PSPMS),154,154,BGO00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,9859138,,,9759279,,,9852580,,,,6,10,6,2,drr_resources,2019,0
15868,786,2019,2666,393,BGP02,Federal Workers' Compensation,Service fédéral d'indemnisation des accidentés du travail,155,155,BGP00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,48935256,125900000,0,48935256,125900000,0,48935256,125900000,0,,62,62,62,54,drr_resources,2019,0
15869,1488,2019,2683,744,BGP07,International Labour Affairs,Affaires internationales du travail,155,155,BGP00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,5884986,,,5884986,,,5884986,,,,34,34,34,29,drr_resources,2019,0
15870,1540,2019,2665,770,BGP01,Labour Relations,Relations de travail,155,155,BGP00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,16439048,,,16289185,,,16289185,,,,130,129,129,122,drr_resources,2019,0
15872,1962,2019,2670,981,BGP03,Occupational Health and Safety,Santé et sécurité professionnelles,155,155,BGP00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,29326409,,,30091173,,,29699173,,,,233,234,234,217,drr_resources,2019,0
15873,2562,2019,2681,1281,BGP06,Wage Earner Protection Program,Programme de protection des salariés,155,155,BGP00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,51330885,,,51330885,,,51330885,,,,25,25,25,30,drr_resources,2019,0
15874,2584,2019,2684,1292,BGP04,Workplace Equity,Équité en milieu de travail,155,155,BGP00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,3717981,,,1979427,,,1979427,,,,23,16,16,16,drr_resources,2019,0
15875,948,2019,2868,474,BGQ02,Government of Canada Internet Presence,Présence du gouvernement du Canada sur Internet,156,156,BGQ00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,10990236,,,10990236,,,10990236,,,,82,82,82,84,drr_resources,2019,0
15876,950,2019,2867,475,BGQ01,Government of Canada Telephone General Enquiries Services,Services téléphoniques de renseignements généraux du gouvernement du Canada,156,156,BGQ00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,15190435,,,15190435,,,15190435,,,,59,59,59,61,drr_resources,2019,0
15877,1126,2019,2873,563,BGQ03,In-Person Points of Service,Points de service en personne,156,156,BGQ00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,25536387,,,25250669,,,22172159,,,,244,244,220,229,drr_resources,2019,0
15878,1998,2019,2898,999,BGQ05,Other Government Department Programs,Programmes des autres ministères du gouvernement,156,156,BGQ00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,26156466,,,26224891,,,26516814,,,,235,236,239,222,drr_resources,2019,0
15879,2020,2019,2874,1010,BGQ04,Passport,Passeport,156,156,BGQ00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,147200582,,,146860194,,,146860194,,,,1887,1887,1887,1490,drr_resources,2019,0
15880,34,2019,1464,17,ISS0Z,Acquisition Management Services,Services de gestion des acquisitions,157,157,ISS00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,2232714,3241232,0,2224460,3249537,0,2224412,3249537,0,,59,59,59,47,drr_resources,2019,0
15881,422,2019,1456,211,ISS02,Communications Services,Services de communication,157,157,ISS00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,13410043,13027642,0,9833703,12962486,0,9803702,12942486,0,,221,220,220,284,drr_resources,2019,0
15882,830,2019,1459,415,ISS05,Financial Management Services,Services de gestion financière,157,157,ISS00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,31086427,40971038,0,30177465,40419313,0,29918828,40373571,0,,738,718,716,696,drr_resources,2019,0
15883,1052,2019,1458,526,ISS04,Human Resources Management Services,Services de gestion des ressources humaines,157,157,ISS00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,44541563,59492857,0,43547931,58076308,0,43331812,58021477,0,,882,860,858,1051,drr_resources,2019,0
15884,1174,2019,1460,587,ISS06,Information Management Services,Services de gestion de l'information,157,157,ISS00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,2566869,4027363,0,2557775,4036457,0,2557775,4036457,0,,54,54,54,56,drr_resources,2019,0
15885,1244,2019,1893,622,ISS07,Information Technology Services,Services de la technologie de l'information,157,157,ISS00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,55651111,206996420,0,54243359,206230064,0,54015902,206173127,0,,972,958,955,1269,drr_resources,2019,0
15886,1580,2019,1457,790,ISS03,Legal Services,Services juridiques,157,157,ISS00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,7641646,12767753,0,7631143,12720932,0,7631142,12720932,0,,62,62,62,59,drr_resources,2019,0
15888,1788,2019,1463,894,ISS09,Materiel Management Services,Services de gestion du matériel,157,157,ISS00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,1205484,1767062,0,1204375,1770288,0,1207518,1770288,0,,21,21,21,31,drr_resources,2019,0
15889,2170,2019,1462,1085,ISS08,Real Property Management Services,Services de gestion des biens immobiliers,157,157,ISS00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,50547989,74559797,0,48122225,74605635,0,47102108,74564154,0,,214,214,214,256,drr_resources,2019,0
15890,1690,2019,1455,845,ISS01,Management and Oversight Services,Services de gestion et de surveillance,157,157,ISS00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,76618780,139425030,0,75231382,139544762,0,78305664,139527585,0,,1239,1238,1238,1106,drr_resources,2019,0
15891,1542,2019,2679,771,BGP05,Labour Standards,Normes du travail,155,155,BGP00,456,128,HRSD,Department of Employment and Social Development,Ministère de l'Emploi et du Développement social,17374804,,,16863575,,,16852262,,,,184,183,183,222,drr_resources,2019,0
15892,1374,2019,3664,687,ISS30,Internal Services,Services internes,817,266,ISS30,484,297,PCC,Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,Commission civile d’examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,2801641,,,2645504,,,2645504,,,,22,22,22,17,drr_resources,2019,0
15893,2624,2019,3663,1325,BXF03,Public Education,Éducation du public,816,332,BXF00,484,297,PCC,Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,Commission civile d’examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,789450,,,745454,,,745454,,,,6,6,6,3,drr_resources,2019,0
15894,2625,2019,3662,1326,BXF02,Investigations,Enquêtes,816,332,BXF00,484,297,PCC,Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,Commission civile d’examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,3157801,,,2981815,,,2981815,,,,22,22,22,18,drr_resources,2019,0
15895,2626,2019,3661,1327,BXF01,Public Complaints,Plaintes du public,816,332,BXF00,484,297,PCC,Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,Commission civile d’examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,3947251,,,3727269,,,3727269,,,,28,28,28,37,drr_resources,2019,0
15896,630,2019,3657,315,BTS01,Disclosure and Reprisal Management,Gestion des divulgations et des représailles,812,254,BTS00,482,250,OPSIC,Office of the Public Sector Integrity Commissioner,Commissariat à l’intégrité du secteur public,3674535,,,3674535,,,3674535,,,,29,30,30,21,drr_resources,2019,0
15897,1438,2019,3658,719,ISS00,Internal Services,Services internes,813,255,ISS00,482,250,OPSIC,Office of the Public Sector Integrity Commissioner,Commissariat à l’intégrité du secteur public,1852851,,,1852851,,,1852851,,,,7,7,7,8,drr_resources,2019,0
15898,730,2019,3599,365,BGV02,Environmental Assessment Delivery,Réalisation des évaluations environnementales,659,36,BGV00,470,63,CEAA,Canadian Environmental Assessment Agency,Agence canadienne d’évaluation environnementale,36019506,,,36253172,,,37136725,,,,264,266,261,229,drr_resources,2019,0
15899,732,2019,3598,366,BGV01,Environmental Assessment Policy Development,Élaboration de politiques en matière d'évaluation environnementale,659,36,BGV00,470,63,CEAA,Canadian Environmental Assessment Agency,Agence canadienne d’évaluation environnementale,27172336,,,27746432,,,28422661,,,,107,107,106,106,drr_resources,2019,0
15900,1344,2019,3600,672,ISS20,Internal Services,Services internes,785,37,ISS20,470,63,CEAA,Canadian Environmental Assessment Agency,Agence canadienne d’évaluation environnementale,10983171,0,0,11742575,0,0,12028763,0,0,,75,74,73,70,drr_resources,2019,0
15925,454,2019,3631,227,ISS02,Communications Services,Services de communication,800,236,ISS00,476,230,NSERC,Natural Sciences and Engineering Research Council,Conseil de recherches en sciences naturelles et en génie,1803360,,,1840053,,,1876855,,,,8,8,8,8,drr_resources,2019,0
15928,1206,2019,3635,603,ISS06,Information Management Services,Services de gestion de l'information,800,236,ISS00,476,230,NSERC,Natural Sciences and Engineering Research Council,Conseil de recherches en sciences naturelles et en génie,1160226,,,1115587,,,1079235,,,,16,16,12,8,drr_resources,2019,0
15929,1276,2019,3636,638,ISS07,Information Technology Services,Services de la technologie de l'information,800,236,ISS00,476,230,NSERC,Natural Sciences and Engineering Research Council,Conseil de recherches en sciences naturelles et en génie,7073349,,,6748735,,,6484356,,,,39,39,39,46,drr_resources,2019,0
15930,2202,2019,3637,1101,ISS08,Real Property Management Services,Services de gestion des biens immobiliers,800,236,ISS00,476,230,NSERC,Natural Sciences and Engineering Research Council,Conseil de recherches en sciences naturelles et en génie,1071957,,,1022007,,,981317,,,,0,0,0,10,drr_resources,2019,0
15931,100,2019,4079,50,BGC03,Admissibility and Detention Decisions,Décisions relatives aux enquêtes et à la détention,920,175,BGC00,526,174,IRB,Immigration and Refugee Board,Commission de l’immigration et du statut de réfugié,12195532,,2338393,12187949,,2340376,11949492,,2340376,,95,95,95,86,drr_resources,2019,0
15932,1120,2019,4080,560,BGC04,Immigration Appeal Decisions,Décisions relatives aux appels en matière d'immigration,920,175,BGC00,526,174,IRB,Immigration and Refugee Board,Commission de l’immigration et du statut de réfugié,20210131,,2820473,20713569,,2821819,20349101,,2821819,,157,160,160,126,drr_resources,2019,0
15933,2234,2019,4078,1117,BGC02,Refugee Appeal Decisions,Décisions relatives aux appels des réfugiés,920,175,BGC00,526,174,IRB,Immigration and Refugee Board,Commission de l’immigration et du statut de réfugié,29303804,,4197552,23544701,,4197385,22958104,,2859150,,208,165,165,205,drr_resources,2019,0
15934,2236,2019,4077,1118,BGC01,Refugee Protection Decisions,Décisions relatives à la protection des réfugiés,920,175,BGC00,526,174,IRB,Immigration and Refugee Board,Commission de l’immigration et du statut de réfugié,67662446,,3214266,55473441,,3212037,45126660,,2570370,,682,525,505,778,drr_resources,2019,0
15935,1392,2019,4081,696,ISS00,Internal Services,Services internes,921,176,ISS00,526,174,IRB,Immigration and Refugee Board,Commission de l’immigration et du statut de réfugié,37331439,,,33865768,,,32933112,,,,258,232,229,382,drr_resources,2019,0
15936,1722,2019,3630,861,ISS01,Management and Oversight Services,Services de gestion et de surveillance,800,236,ISS00,476,230,NSERC,Natural Sciences and Engineering Research Council,Conseil de recherches en sciences naturelles et en génie,7418414,,,7556292,,,7695180,,,,52,52,52,52,drr_resources,2019,0
15937,206,2019,3405,103,BWM08,Basic Organizational Capacity,Capacité organisationnelle de base,757,162,BWM00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,25834557,,,25326742,,,25326742,,,,4,4,4,3,drr_resources,2019,0
15938,538,2019,4422,269,BWM05,Consultation and Accommodation,Consultation et accommodement,757,162,BWM00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,6232992,,,5951582,,,5951582,,,,29,27,27,35,drr_resources,2019,0
15939,540,2019,4459,270,BWM06,Consultation and Policy Development,Consultation et élaboration de politiques,757,162,BWM00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,37718346,,,38733976,,,26024087,,,,24,24,24,59,drr_resources,2019,0
15940,780,2019,3404,390,BWM07,Federal Interlocutor's Contribution Program,Programme de contribution de l'Interlocuteur fédéral,757,162,BWM00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,82446991,,,93171589,,,47597127,,,,9,9,9,8,drr_resources,2019,0
15941,884,2019,3407,442,BWM10,First Nation Jurisdiction over Land and Economic Development,Juridiction des Premières Nations en matière de terre et de développement économique,757,162,BWM00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,88418736,,,89497544,,,97439929,,,,41,38,38,11,drr_resources,2019,0
15942,1150,2019,3409,575,BWM12,Individual Affairs,Affaires individuelles,757,162,BWM00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,30158159,,,28550369,,,27988267,,,,300,282,276,75,drr_resources,2019,0
15943,1670,2019,4458,835,BWM04,Management and Implementation of Agreements and Treaties,Gestion et mise en oeuvre des accords et traités,757,162,BWM00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,1031449617,,,962312667,,,909446634,,,,99,99,99,109,drr_resources,2019,0
15944,1924,2019,3399,962,BWM02,Negotiations of Claims and Self-Government Agreements,Négociation des accords en matière de revendications et d'autonomie gouvernementale,757,162,BWM00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,194562797,,,123881854,,,123872009,,,,284,236,236,297,drr_resources,2019,0
15945,1994,2019,3406,997,BWM09,Other Claims,Autres revendications,757,162,BWM00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,2778150000,,,1025000000,,,1155000000,,,,0,0,0,7,drr_resources,2019,0
15946,2282,2019,4362,1141,BWM13,Residential Schools Resolution,Résolution des questions des pensionnats,757,162,BWM00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,39852130,,,27506523,,,341867,,,,135,72,0,137,drr_resources,2019,0
15947,2410,2019,3400,1205,BWM03,Specific Claims,Revendications particulières,757,162,BWM00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,705942226,,,61030194,,,61030194,,,,99,99,99,108,drr_resources,2019,0
15948,2422,2019,3398,1211,BWM01,"Statutory, Legislative and Policy Support to First Nations Governance","Soutien statutaire, législatif et politique à la gouvernance autochtone",757,162,BWM00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,3678294,,,3678294,,,3678294,,,,26,26,26,5,drr_resources,2019,0
15949,298,2019,3419,149,BWR09,Canadian High Arctic Research Station,Station canadienne de recherche dans l'Extrême-Arctique,758,163,BWR00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,2003328,,,3328,,,3328,,,,0,0,0,4,drr_resources,2019,0
15950,366,2019,4461,183,BWR04,Climate Change Adaptation and Clean Energy,Adaptation aux changements climatiques et énergie propre,758,163,BWR00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,36954840,,,36901462,,,35639462,,,,31,31,31,30,drr_resources,2019,0
15951,658,2019,4463,329,BWR02,Economic Development Capacity and Readiness,Capacité de développement économique et disponibilité,758,163,BWR00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,114988693,,,114937239,,,114941673,,,,160,160,160,34,drr_resources,2019,0
15952,1138,2019,3411,569,BWR01,Indigenous Entrepreneurship and Business Development,Entreprenariat et développement des entreprises autochtones,758,163,BWR00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,49390422,,,49590422,,,42170422,,,,21,21,21,6,drr_resources,2019,0
15953,1550,2019,4460,775,BWR03,"Land, Natural Resources and Environmental Management","Gestion des terres, des ressources naturelles et de l'environnement",758,163,BWR00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,193217492,,,171900654,,,70159937,,,,358,335,322,91,drr_resources,2019,0
15954,1934,2019,4424,967,BWR08,Northern Contaminated Sites,Sites contaminés dans le Nord,758,163,BWR00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,168918789,,,11643338,,,11573338,,,,108,2,2,100,drr_resources,2019,0
15955,1938,2019,4464,969,BWR06,Northern Regulatory and Legislative Frameworks,Cadres réglementaires et législatifs du Nord,758,163,BWR00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,18594372,,,18358791,,,18690791,,,,145,142,142,138,drr_resources,2019,0
15956,1940,2019,3415,970,BWR05,Northern Strategic and Science Policy,Politique stratégique et scientifique du Nord,758,163,BWR00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,852776,,,852776,,,852776,,,,21,21,21,19,drr_resources,2019,0
15957,1942,2019,4462,971,BWR07,Northern and Arctic Environmental Sustainability,Durabilité environnementale dans le Nord et l'Arctique,758,163,BWR00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,15480565,,,14369525,,,11929442,,,,22,25,22,20,drr_resources,2019,0
15958,1944,2019,3408,972,BWM11,Northern and Arctic Governance and Partnerships,Gouvernance et partenariats dans le Nord et l'Arctique,757,162,BWM00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,119685988,,,120839988,,,82016988,,,,51,51,51,55,drr_resources,2019,0
15959,1958,2019,4366,979,BWR10,Nutrition North,Nutrition Nord,758,163,BWR00,463,129,INAC,Department of Indian Affairs and Northern Development,Ministère des Affaires indiennes et du Nord canadien,94665232,,,101331162,,,106230340,,,,18,18,18,21,drr_resources,2019,0
15960,2693,2019,4497,1388,BXQ01,New Fiscal Relationship,Nouvelle relation financière,973,341,BXQ00,541,348,INDSC,Department of Indigenous Services Canada,Ministère des Services aux Autochtones Canada,1545269457,,,1535805252,,,1552237451,,,,17,0,0,0,drr_resources,2019,0
15961,2694,2019,4498,1389,BXQ02,Self-Determined Services,Services autodéterminés,973,341,BXQ00,541,348,INDSC,Department of Indigenous Services Canada,Ministère des Services aux Autochtones Canada,285044055,,,285044055,,,285044055,,,,0,0,0,0,drr_resources,2019,0
15962,2695,2019,4499,1390,BXQ03,British Columbia Tripartite Health Governance,Gouvernance tripartite de la Colombie-Britannique en matière de santé,973,341,BXQ00,541,348,INDSC,Department of Indigenous Services Canada,Ministère des Services aux Autochtones Canada,519955996,,,548169199,,,578365990,,,,0,0,0,0,drr_resources,2019,0
15963,84,2019,3686,42,BSI01,Acquisition and processing of government records,Acquisition et traitement de documents gouvernementaux,825,185,BSI00,488,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,8002312,0,0,8007075,0,0,8021170,0,0,,88,88,88,88,drr_resources,2019,0
15964,86,2019,3688,43,BSI03,Acquisition and processing of private archives,Acquisition et traitement d'archives privées,825,185,BSI00,488,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,8286743,0,0,7973834,0,0,7285168,0,0,,88,86,74,89,drr_resources,2019,0
15965,88,2019,3687,44,BSI02,Acquisition and processing of published heritage,Acquisition et traitement du patrimoine publié,825,185,BSI00,488,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,9953360,0,0,9958543,0,0,9976148,0,0,,116,116,117,118,drr_resources,2019,0
15966,2084,2019,3689,1042,BSI04,Preservation,Préservation,825,185,BSI00,488,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,67819569,0,0,44001096,0,0,42090037,0,0,,128,127,124,129,drr_resources,2019,0
15967,2004,2019,3691,1002,BSJ02,Outreach and support to communities,Sensibilisation et soutien aux collectivités,826,186,BSJ00,488,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,6791265,0,0,6797113,0,0,6806243,0,0,,57,57,57,57,drr_resources,2019,0
15968,2124,2019,3690,1062,BSJ01,Public services,Services publics,826,186,BSJ00,488,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,24105015,550000,0,23812609,550000,0,33308258,550000,0,,230,216,197,257,drr_resources,2019,0
15969,1398,2019,3692,699,ISS00,Internal Services,Services internes,827,187,ISS00,488,199,LAC,Library and Archives of Canada,Bibliothèque et Archives du Canada,34374368,0,0,34270125,0,0,34190152,0,0,,294,291,292,303,drr_resources,2019,0
15970,142,2019,3345,71,BVB07,Americas Policy & Diplomacy,Politique et diplomatie pour les Amériques,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",83020935,,,82849216,,,83961729,,,,488,488,488,516,drr_resources,2019,0
15971,176,2019,3346,88,BVB08,Asia Pacific Policy & Diplomacy,Politique et diplomatie en Asie-Pacifique,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",39191377,,,39057442,,,39377891,,,,362,362,362,351,drr_resources,2019,0
15972,622,2019,3343,311,BVB05,The Office of Protocol,Le Bureau du Protocole,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",45507648,,,45856619,,,45974885,,,,64,65,65,61,drr_resources,2019,0
15973,726,2019,3353,363,BVB15,Environment and Climate Action,Environnement et l'action pour le climat,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",1312286,,,1312229,,,1317214,,,,15,15,15,11,drr_resources,2019,0
15974,746,2019,3344,373,BVB06,"Europe, Arctic, Middle East and Maghreb Policy & Diplomacy","Politique et diplomatie en Europe, dans l'Arctique, au Moyen-Orient et au Maghreb",751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",56250139,,,56210368,,,56692507,,,,588,588,588,589,drr_resources,2019,0
15975,934,2019,3349,467,BVB11,Gender Equality and the Empowerment of Women and Girls,L'égalité des genres et le renforcement du pouvoir des femmes et des filles,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",1363581,,,1363691,,,1367658,,,,16,18,18,12,drr_resources,2019,0
15976,936,2019,3348,468,BVB10,Geographic Coordination and Mission Support,Coordination géographique et appui aux missions,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",3990524,,,3991643,,,3976765,,,,27,27,27,32,drr_resources,2019,0
15977,970,2019,3350,485,BVB14,Growth that works for everyone,Une croissance au service de tous,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",2416676,,,2416819,,,2419982,,,,26,26,26,19,drr_resources,2019,0
15978,1030,2019,3352,515,BVB13,Human Development: Health & Education,Développement de la personne: Santé et éducation,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",2879158,,,2878759,,,2882624,,,,30,32,32,25,drr_resources,2019,0
15979,1106,2019,3351,553,BVB12,Humanitarian Action,Action humanitaire,751,105,BVB00,462,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",1477154,,,1476491,,,1454361,,,,12,12,12,12,drr_resources,2019,0
